cod_reg,regione,cod_prov,provincia,comune,cod_istat,flag,arr_tot_res,arr_tot_nonres,arr_tot_tot,arr_alb_res,arr_alb_nonres,arr_alb_tot,arr_ext_res,arr_ext_nonres,arr_ext_tot,col16,pre_tot_res,pre_tot_nonres,pre_tot_tot,pre_alb_res,pre_alb_nonres,pre_alb_tot,pre_ext_res,pre_ext_nonres,pre_ext_tot,anno
160,PUGLIA,075,LECCE,Galatone,075030,,2123.0,539.0,2662.0,,,,,,,,6706.0,1884.0,8590.0,,,,,,,2016
160,PUGLIA,075,LECCE,Gallipoli,075031,,89361.0,24358.0,113719.0,42117.0,14412.0,56529.0,47244.0,9946.0,57190.0,,411563.0,93097.0,504660.0,151020.0,49453.0,200473.0,260543.0,43644.0,304187.0,2016
160,PUGLIA,075,LECCE,Giurdignano,075033,,3054.0,2350.0,5404.0,1717.0,1994.0,3711.0,1337.0,356.0,1693.0,,12260.0,8783.0,21043.0,6725.0,7386.0,14111.0,5535.0,1397.0,6932.0,2016
160,PUGLIA,075,LECCE,Lecce,075035,,187537.0,75292.0,262829.0,158823.0,55881.0,214704.0,28714.0,19411.0,48125.0,,454121.0,190401.0,644522.0,343821.0,135725.0,479546.0,110300.0,54676.0,164976.0,2016
160,PUGLIA,075,LECCE,Lequile,075036,,3386.0,601.0,3987.0,,,,,,,,9457.0,2051.0,11508.0,,,,,,,2016
160,PUGLIA,075,LECCE,Leverano,075037,,2245.0,454.0,2699.0,,,,,,,,9534.0,1577.0,11111.0,,,,,,,2016
160,PUGLIA,075,LECCE,Lizzanello,075038,,3404.0,447.0,3851.0,,,,,,,,17917.0,2023.0,19940.0,,,,,,,2016
160,PUGLIA,075,LECCE,Maglie,075039,,4499.0,731.0,5230.0,3727.0,635.0,4362.0,772.0,96.0,868.0,,11122.0,2036.0,13158.0,7874.0,1715.0,9589.0,3248.0,321.0,3569.0,2016
160,PUGLIA,075,LECCE,Martano,075040,,2109.0,1134.0,3243.0,,,,,,,,7337.0,4883.0,12220.0,,,,,,,2016
160,PUGLIA,075,LECCE,Matino,075042,,1124.0,89.0,1213.0,,,,,,,,3087.0,532.0,3619.0,,,,,,,2016
160,PUGLIA,075,LECCE,Melendugno,075043,,67034.0,5256.0,72290.0,48857.0,2302.0,51159.0,18177.0,2954.0,21131.0,,451242.0,23695.0,474937.0,345703.0,12561.0,358264.0,105539.0,11134.0,116673.0,2016
160,PUGLIA,075,LECCE,Minervino di Lecce,075047,,4982.0,1196.0,6178.0,4507.0,822.0,5329.0,475.0,374.0,849.0,,33550.0,9806.0,43356.0,31796.0,8394.0,40190.0,1754.0,1412.0,3166.0,2016
160,PUGLIA,075,LECCE,Monteroni di Lecce,075048,,906.0,83.0,989.0,,,,,,,,2030.0,276.0,2306.0,,,,,,,2016
160,PUGLIA,075,LECCE,Morciano di Leuca,075050,,6044.0,488.0,6532.0,4138.0,222.0,4360.0,1906.0,266.0,2172.0,,37302.0,2300.0,39602.0,28414.0,1400.0,29814.0,8888.0,900.0,9788.0,2016
160,PUGLIA,075,LECCE,Muro Leccese,075051,,1527.0,254.0,1781.0,,,,,,,,4834.0,917.0,5751.0,,,,,,,2016
160,PUGLIA,075,LECCE,Nardò,075052,,31349.0,4884.0,36233.0,19866.0,3576.0,23442.0,11483.0,1308.0,12791.0,,207548.0,30102.0,237650.0,130942.0,24422.0,155364.0,76606.0,5680.0,82286.0,2016
160,PUGLIA,075,LECCE,Novoli,075055,,435.0,133.0,568.0,,,,,,,,1243.0,495.0,1738.0,,,,,,,2016
160,PUGLIA,075,LECCE,Ortelle,075056,,565.0,783.0,1348.0,,,,,,,,2214.0,3413.0,5627.0,,,,,,,2016
160,PUGLIA,075,LECCE,Otranto,075057,,111038.0,26683.0,137721.0,63462.0,19003.0,82465.0,47576.0,7680.0,55256.0,,626433.0,100913.0,727346.0,304060.0,65437.0,369497.0,322373.0,35476.0,357849.0,2016
160,PUGLIA,075,LECCE,Palmariggi,075058,,332.0,48.0,380.0,,,,,,,,1374.0,239.0,1613.0,,,,,,,2016
160,PUGLIA,075,LECCE,Parabita,075059,,755.0,272.0,1027.0,,,,,,,,3348.0,1168.0,4516.0,,,,,,,2016
160,PUGLIA,075,LECCE,Patù,075060,,3214.0,1910.0,5124.0,2736.0,1698.0,4434.0,478.0,212.0,690.0,,12183.0,9878.0,22061.0,9796.0,8633.0,18429.0,2387.0,1245.0,3632.0,2016
160,PUGLIA,075,LECCE,Poggiardo,075061,,2698.0,138.0,2836.0,,,,,,,,7297.0,570.0,7867.0,,,,,,,2016
160,PUGLIA,075,LECCE,Presicce,075062,,5092.0,420.0,5512.0,4627.0,361.0,4988.0,465.0,59.0,524.0,,28636.0,2464.0,31100.0,26236.0,2171.0,28407.0,2400.0,293.0,2693.0,2016
160,PUGLIA,075,LECCE,Racale,075063,,1114.0,174.0,1288.0,,,,,,,,7289.0,1245.0,8534.0,,,,,,,2016
160,PUGLIA,075,LECCE,Ruffano,075064,,232.0,94.0,326.0,,,,,,,,829.0,345.0,1174.0,,,,,,,2016
160,PUGLIA,075,LECCE,Salice Salentino,075065,,873.0,111.0,984.0,,,,,,,,3050.0,396.0,3446.0,,,,,,,2016
160,PUGLIA,075,LECCE,Salve,075066,,14588.0,887.0,15475.0,7755.0,292.0,8047.0,6833.0,595.0,7428.0,,104858.0,4748.0,109606.0,59397.0,1987.0,61384.0,45461.0,2761.0,48222.0,2016
160,PUGLIA,075,LECCE,Sanarica,075067,,153.0,46.0,199.0,,,,,,,,990.0,177.0,1167.0,,,,,,,2016
160,PUGLIA,075,LECCE,San Cesario di Lecce,075068,,330.0,44.0,374.0,,,,,,,,1193.0,208.0,1401.0,,,,,,,2016
160,PUGLIA,075,LECCE,Sannicola,075070,,1917.0,450.0,2367.0,,,,,,,,8466.0,1814.0,10280.0,,,,,,,2016
160,PUGLIA,075,LECCE,Santa Cesarea Terme,075072,,18375.0,3173.0,21548.0,13619.0,2511.0,16130.0,4756.0,662.0,5418.0,,78259.0,11334.0,89593.0,57439.0,9061.0,66500.0,20820.0,2273.0,23093.0,2016
160,PUGLIA,075,LECCE,Specchia,075077,,969.0,243.0,1212.0,457.0,180.0,637.0,512.0,63.0,575.0,,4139.0,1084.0,5223.0,1897.0,879.0,2776.0,2242.0,205.0,2447.0,2016
160,PUGLIA,075,LECCE,Spongano,075078,,258.0,132.0,390.0,,,,,,,,1415.0,917.0,2332.0,,,,,,,2016
160,PUGLIA,075,LECCE,Squinzano,075079,,252.0,133.0,385.0,,,,,,,,666.0,694.0,1360.0,,,,,,,2016
160,PUGLIA,075,LECCE,Sternatia,075080,,473.0,469.0,942.0,,,,,,,,1804.0,1571.0,3375.0,,,,,,,2016
160,PUGLIA,075,LECCE,Supersano,075081,,407.0,90.0,497.0,,,,,,,,1400.0,267.0,1667.0,,,,,,,2016
160,PUGLIA,075,LECCE,Taviano,075085,,2525.0,221.0,2746.0,1011.0,126.0,1137.0,1514.0,95.0,1609.0,,12658.0,842.0,13500.0,2766.0,393.0,3159.0,9892.0,449.0,10341.0,2016
160,PUGLIA,075,LECCE,Trepuzzi,075087,,522.0,23.0,545.0,,,,,,,,1689.0,93.0,1782.0,,,,,,,2016
160,PUGLIA,075,LECCE,Tricase,075088,,6471.0,817.0,7288.0,4543.0,640.0,5183.0,1928.0,177.0,2105.0,,15610.0,2960.0,18570.0,8856.0,2275.0,11131.0,6754.0,685.0,7439.0,2016
160,PUGLIA,075,LECCE,Tuglie,075089,,1807.0,578.0,2385.0,,,,,,,,7812.0,2528.0,10340.0,,,,,,,2016
160,PUGLIA,075,LECCE,Ugento,075090,,87385.0,20232.0,107617.0,61196.0,16658.0,77854.0,26189.0,3574.0,29763.0,,661184.0,169685.0,830869.0,433863.0,144522.0,578385.0,227321.0,25163.0,252484.0,2016
160,PUGLIA,075,LECCE,Uggiano la Chiesa,075091,,4690.0,1459.0,6149.0,,,,,,,,18916.0,5285.0,24201.0,,,,,,,2016
160,PUGLIA,075,LECCE,Veglie,075092,,490.0,33.0,523.0,,,,,,,,2348.0,148.0,2496.0,,,,,,,2016
160,PUGLIA,075,LECCE,Vernole,075093,,10012.0,1996.0,12008.0,,,,,,,,48352.0,9547.0,57899.0,,,,,,,2016
160,PUGLIA,075,LECCE,Zollino,075094,,256.0,320.0,576.0,,,,,,,,1390.0,2218.0,3608.0,,,,,,,2016
160,PUGLIA,075,LECCE,Castro,075096,,7877.0,1967.0,9844.0,6401.0,1798.0,8199.0,1476.0,169.0,1645.0,,25185.0,6096.0,31281.0,20689.0,5625.0,26314.0,4496.0,471.0,4967.0,2016
160,PUGLIA,075,LECCE,Porto Cesareo,075097,,49385.0,9546.0,58931.0,28428.0,8219.0,36647.0,20957.0,1327.0,22284.0,,268442.0,52067.0,320509.0,142511.0,47024.0,189535.0,125931.0,5043.0,130974.0,2016
160,PUGLIA,075,LECCE,Altri comuni della provincia di LECCE, ,,2709.0,553.0,3262.0,,,,,,,,11063.0,2520.0,13583.0,,,,,,,2016
160,PUGLIA,75.0,LECCE,Alessano,75002.0,,1475.0,495.0,1970.0,,,,,,,,4886.0,1899.0,6785.0,,,,,,,2017
160,PUGLIA,75.0,LECCE,Alezio,75003.0,,970.0,411.0,1381.0,0.0,0.0,0.0,970.0,411.0,1381.0,,4626.0,1498.0,6124.0,0.0,0.0,0.0,4626.0,1498.0,6124.0,2017
160,PUGLIA,75.0,LECCE,Alliste,75004.0,,3105.0,561.0,3666.0,2631.0,489.0,3120.0,474.0,72.0,546.0,,14151.0,3002.0,17153.0,12275.0,2562.0,14837.0,1876.0,440.0,2316.0,2017
160,PUGLIA,75.0,LECCE,Andrano,75005.0,,341.0,68.0,409.0,0.0,0.0,0.0,341.0,68.0,409.0,,1609.0,349.0,1958.0,0.0,0.0,0.0,1609.0,349.0,1958.0,2017
160,PUGLIA,75.0,LECCE,Bagnolo del Salento,75008.0,,211.0,27.0,238.0,,,,,,,,1477.0,121.0,1598.0,,,,,,,2017
160,PUGLIA,75.0,LECCE,Cannole,75012.0,,4740.0,43.0,4783.0,,,,,,,,25759.0,349.0,26108.0,,,,,,,2017
160,PUGLIA,75.0,LECCE,Carpignano Salentino,75015.0,(a),6481.0,2035.0,8516.0,4107.0,1488.0,5595.0,2374.0,547.0,2921.0,,18857.0,7747.0,26604.0,9504.0,5495.0,14999.0,9353.0,2252.0,11605.0,2017
160,PUGLIA,75.0,LECCE,Casarano,75016.0,,2687.0,206.0,2893.0,1917.0,143.0,2060.0,770.0,63.0,833.0,,9942.0,856.0,10798.0,5936.0,640.0,6576.0,4006.0,216.0,4222.0,2017
160,PUGLIA,75.0,LECCE,Castrignano del Capo,75019.0,,17892.0,6901.0,24793.0,14355.0,5776.0,20131.0,3537.0,1125.0,4662.0,,68844.0,19522.0,88366.0,57661.0,17048.0,74709.0,11183.0,2474.0,13657.0,2017
160,PUGLIA,75.0,LECCE,Cavallino,75020.0,,693.0,206.0,899.0,0.0,0.0,0.0,693.0,206.0,899.0,,2269.0,579.0,2848.0,0.0,0.0,0.0,2269.0,579.0,2848.0,2017
160,PUGLIA,75.0,LECCE,Copertino,75022.0,,1606.0,128.0,1734.0,,,,,,,,4358.0,472.0,4830.0,,,,,,,2017
160,PUGLIA,75.0,LECCE,Corigliano d'Otranto,75023.0,,2242.0,1148.0,3390.0,,,,,,,,6197.0,4680.0,10877.0,,,,,,,2017
160,PUGLIA,75.0,LECCE,Cursi,75025.0,,235.0,70.0,305.0,0.0,0.0,0.0,235.0,70.0,305.0,,689.0,313.0,1002.0,0.0,0.0,0.0,689.0,313.0,1002.0,2017
160,PUGLIA,75.0,LECCE,Cutrofiano,75026.0,,1754.0,625.0,2379.0,,,,,,,,5553.0,2209.0,7762.0,,,,,,,2017
160,PUGLIA,75.0,LECCE,Gagliano del Capo,75028.0,,5498.0,1749.0,7247.0,,,,,,,,26143.0,5936.0,32079.0,,,,,,,2017
160,PUGLIA,75.0,LECCE,Galatina,75029.0,,5142.0,840.0,5982.0,,,,,,,,13594.0,3105.0,16699.0,,,,,,,2017
160,PUGLIA,75.0,LECCE,Galatone,75030.0,,2523.0,708.0,3231.0,,,,,,,,7731.0,2572.0,10303.0,,,,,,,2017
160,PUGLIA,75.0,LECCE,Gallipoli,75031.0,,91392.0,25671.0,117063.0,46656.0,16012.0,62668.0,44736.0,9659.0,54395.0,,415898.0,100370.0,516268.0,166391.0,55470.0,221861.0,249507.0,44900.0,294407.0,2017
160,PUGLIA,75.0,LECCE,Giurdignano,75033.0,,3825.0,2914.0,6739.0,1782.0,1736.0,3518.0,2043.0,1178.0,3221.0,,13917.0,10655.0,24572.0,7340.0,6660.0,14000.0,6577.0,3995.0,10572.0,2017
160,PUGLIA,75.0,LECCE,Lecce,75035.0,,187785.0,81330.0,269115.0,155845.0,59002.0,214847.0,31940.0,22328.0,54268.0,,509035.0,237415.0,746450.0,352267.0,142474.0,494741.0,156768.0,94941.0,251709.0,2017
160,PUGLIA,75.0,LECCE,Leverano,75037.0,,2184.0,439.0,2623.0,,,,,,,,9538.0,1807.0,11345.0,,,,,,,2017
160,PUGLIA,75.0,LECCE,Lizzanello,75038.0,,2701.0,256.0,2957.0,0.0,0.0,0.0,2701.0,256.0,2957.0,,16071.0,1713.0,17784.0,0.0,0.0,0.0,16071.0,1713.0,17784.0,2017
160,PUGLIA,75.0,LECCE,Maglie,75039.0,,4719.0,804.0,5523.0,3822.0,599.0,4421.0,897.0,205.0,1102.0,,12333.0,2457.0,14790.0,8674.0,1644.0,10318.0,3659.0,813.0,4472.0,2017
160,PUGLIA,75.0,LECCE,Martano,75040.0,,2216.0,1231.0,3447.0,0.0,0.0,0.0,2216.0,1231.0,3447.0,,7578.0,5373.0,12951.0,0.0,0.0,0.0,7578.0,5373.0,12951.0,2017
160,PUGLIA,75.0,LECCE,Matino,75042.0,,1103.0,75.0,1178.0,,,,,,,,3385.0,222.0,3607.0,,,,,,,2017
160,PUGLIA,75.0,LECCE,Melendugno,75043.0,,66899.0,5530.0,72429.0,47679.0,2622.0,50301.0,19220.0,2908.0,22128.0,,436597.0,23457.0,460054.0,325191.0,11956.0,337147.0,111406.0,11501.0,122907.0,2017
160,PUGLIA,75.0,LECCE,Minervino di Lecce,75047.0,,5889.0,1635.0,7524.0,5083.0,1273.0,6356.0,806.0,362.0,1168.0,,33920.0,12620.0,46540.0,31457.0,11431.0,42888.0,2463.0,1189.0,3652.0,2017
160,PUGLIA,75.0,LECCE,Monteroni di Lecce,75048.0,,958.0,80.0,1038.0,,,,,,,,2195.0,229.0,2424.0,,,,,,,2017
160,PUGLIA,75.0,LECCE,Morciano di Leuca,75050.0,,6276.0,540.0,6816.0,4466.0,256.0,4722.0,1810.0,284.0,2094.0,,38148.0,2341.0,40489.0,30858.0,1473.0,32331.0,7290.0,868.0,8158.0,2017
160,PUGLIA,75.0,LECCE,Muro Leccese,75051.0,,1618.0,338.0,1956.0,,,,,,,,4712.0,1264.0,5976.0,,,,,,,2017
160,PUGLIA,75.0,LECCE,Nardò,75052.0,,39587.0,4993.0,44580.0,26770.0,3127.0,29897.0,12817.0,1866.0,14683.0,,236343.0,25424.0,261767.0,154389.0,16065.0,170454.0,81954.0,9359.0,91313.0,2017
160,PUGLIA,75.0,LECCE,Novoli,75055.0,,370.0,133.0,503.0,0.0,0.0,0.0,370.0,133.0,503.0,,1373.0,632.0,2005.0,0.0,0.0,0.0,1373.0,632.0,2005.0,2017
160,PUGLIA,75.0,LECCE,Ortelle,75056.0,,708.0,830.0,1538.0,,,,,,,,2978.0,3698.0,6676.0,,,,,,,2017
160,PUGLIA,75.0,LECCE,Otranto,75057.0,,119462.0,29414.0,148876.0,67957.0,19992.0,87949.0,51505.0,9422.0,60927.0,,674569.0,125776.0,800345.0,348637.0,84889.0,433526.0,325932.0,40887.0,366819.0,2017
160,PUGLIA,75.0,LECCE,Palmariggi,75058.0,,324.0,78.0,402.0,,,,,,,,1561.0,225.0,1786.0,,,,,,,2017
160,PUGLIA,75.0,LECCE,Parabita,75059.0,,892.0,417.0,1309.0,0.0,0.0,0.0,892.0,417.0,1309.0,,5239.0,1624.0,6863.0,0.0,0.0,0.0,5239.0,1624.0,6863.0,2017
160,PUGLIA,75.0,LECCE,Patù,75060.0,,2950.0,2406.0,5356.0,2364.0,2040.0,4404.0,586.0,366.0,952.0,,10071.0,12715.0,22786.0,7367.0,10943.0,18310.0,2704.0,1772.0,4476.0,2017
160,PUGLIA,75.0,LECCE,Poggiardo,75061.0,,5032.0,309.0,5341.0,,,,,,,,10934.0,1118.0,12052.0,,,,,,,2017
160,PUGLIA,75.0,LECCE,Presicce,75062.0,(a),6602.0,630.0,7232.0,6041.0,547.0,6588.0,561.0,83.0,644.0,,37734.0,3416.0,41150.0,34537.0,2916.0,37453.0,3197.0,500.0,3697.0,2017
160,PUGLIA,75.0,LECCE,Racale,75063.0,,1036.0,175.0,1211.0,0.0,0.0,0.0,1036.0,175.0,1211.0,,6549.0,1057.0,7606.0,0.0,0.0,0.0,6549.0,1057.0,7606.0,2017
160,PUGLIA,75.0,LECCE,Ruffano,75064.0,,205.0,73.0,278.0,,,,,,,,775.0,336.0,1111.0,,,,,,,2017
160,PUGLIA,75.0,LECCE,Salice Salentino,75065.0,,1068.0,268.0,1336.0,,,,,,,,3621.0,1320.0,4941.0,,,,,,,2017
160,PUGLIA,75.0,LECCE,Salve,75066.0,,14522.0,1013.0,15535.0,8051.0,261.0,8312.0,6471.0,752.0,7223.0,,105896.0,5167.0,111063.0,59056.0,1500.0,60556.0,46840.0,3667.0,50507.0,2017
160,PUGLIA,75.0,LECCE,San Cesario di Lecce,75068.0,,250.0,60.0,310.0,0.0,0.0,0.0,250.0,60.0,310.0,,1086.0,245.0,1331.0,0.0,0.0,0.0,1086.0,245.0,1331.0,2017
160,PUGLIA,75.0,LECCE,Sannicola,75070.0,,1831.0,693.0,2524.0,1142.0,443.0,1585.0,689.0,250.0,939.0,,8155.0,3017.0,11172.0,4717.0,1562.0,6279.0,3438.0,1455.0,4893.0,2017
160,PUGLIA,75.0,LECCE,Santa Cesarea Terme,75072.0,,20661.0,3983.0,24644.0,16111.0,3302.0,19413.0,4550.0,681.0,5231.0,,88632.0,14690.0,103322.0,71355.0,12767.0,84122.0,17277.0,1923.0,19200.0,2017
160,PUGLIA,75.0,LECCE,Specchia,75077.0,,1001.0,297.0,1298.0,433.0,186.0,619.0,568.0,111.0,679.0,,3900.0,1389.0,5289.0,1665.0,948.0,2613.0,2235.0,441.0,2676.0,2017
160,PUGLIA,75.0,LECCE,Spongano,75078.0,,282.0,181.0,463.0,,,,,,,,1354.0,1057.0,2411.0,,,,,,,2017
160,PUGLIA,75.0,LECCE,Squinzano,75079.0,,264.0,168.0,432.0,0.0,0.0,0.0,264.0,168.0,432.0,,818.0,828.0,1646.0,0.0,0.0,0.0,818.0,828.0,1646.0,2017
160,PUGLIA,75.0,LECCE,Sternatia,75080.0,,367.0,481.0,848.0,,,,,,,,1348.0,1725.0,3073.0,,,,,,,2017
160,PUGLIA,75.0,LECCE,Supersano,75081.0,,259.0,98.0,357.0,,,,,,,,1482.0,562.0,2044.0,,,,,,,2017
160,PUGLIA,75.0,LECCE,Taviano,75085.0,,2754.0,215.0,2969.0,1006.0,87.0,1093.0,1748.0,128.0,1876.0,,13138.0,1015.0,14153.0,2879.0,265.0,3144.0,10259.0,750.0,11009.0,2017
160,PUGLIA,75.0,LECCE,Tricase,75088.0,(a),8502.0,1198.0,9700.0,5734.0,873.0,6607.0,2768.0,325.0,3093.0,,21964.0,4091.0,26055.0,12663.0,2911.0,15574.0,9301.0,1180.0,10481.0,2017
160,PUGLIA,75.0,LECCE,Tuglie,75089.0,,1829.0,399.0,2228.0,,,,,,,,7950.0,1746.0,9696.0,,,,,,,2017
160,PUGLIA,75.0,LECCE,Ugento,75090.0,,92148.0,22280.0,114428.0,64479.0,18326.0,82805.0,27669.0,3954.0,31623.0,,685158.0,180350.0,865508.0,446145.0,152554.0,598699.0,239013.0,27796.0,266809.0,2017
160,PUGLIA,75.0,LECCE,Uggiano la Chiesa,75091.0,,5265.0,2231.0,7496.0,,,,,,,,21495.0,8161.0,29656.0,,,,,,,2017
160,PUGLIA,75.0,LECCE,Veglie,75092.0,,451.0,45.0,496.0,0.0,0.0,0.0,451.0,45.0,496.0,,2041.0,245.0,2286.0,0.0,0.0,0.0,2041.0,245.0,2286.0,2017
160,PUGLIA,75.0,LECCE,Vernole,75093.0,(a),15955.0,3330.0,19285.0,,,,,,,,77778.0,20235.0,98013.0,,,,,,,2017
160,PUGLIA,75.0,LECCE,Zollino,75094.0,,728.0,389.0,1117.0,,,,,,,,2268.0,3000.0,5268.0,,,,,,,2017
160,PUGLIA,75.0,LECCE,Castro,75096.0,,8840.0,2300.0,11140.0,7632.0,2191.0,9823.0,1208.0,109.0,1317.0,,27775.0,7701.0,35476.0,23903.0,7429.0,31332.0,3872.0,272.0,4144.0,2017
160,PUGLIA,75.0,LECCE,Porto Cesareo,75097.0,,54071.0,10134.0,64205.0,29583.0,8420.0,38003.0,24488.0,1714.0,26202.0,,291083.0,53635.0,344718.0,151677.0,47078.0,198755.0,139406.0,6557.0,145963.0,2017
160,PUGLIA,75.0,LECCE,Altri comuni della provincia di LECCE,,,5970.0,1901.0,7871.0,248.0,81.0,329.0,5722.0,1820.0,7542.0,,24138.0,8189.0,32327.0,1241.0,521.0,1762.0,22897.0,7668.0,30565.0,2017
160,PUGLIA,75.0,LECCE,Alessano,75002.0,,1023.0,496.0,1519.0,,,,,,,,3128.0,2003.0,5131.0,,,,,,,2018
160,PUGLIA,75.0,LECCE,Alezio,75003.0,,1080.0,523.0,1603.0,,,,1080.0,523.0,1603.0,,4654.0,2034.0,6688.0,,,,4654.0,2034.0,6688.0,2018
160,PUGLIA,75.0,LECCE,Alliste,75004.0,,2779.0,660.0,3439.0,2158.0,468.0,2626.0,621.0,192.0,813.0,,13859.0,3905.0,17764.0,10908.0,2683.0,13591.0,2951.0,1222.0,4173.0,2018
160,PUGLIA,75.0,LECCE,Andrano,75005.0,,331.0,65.0,396.0,,,,331.0,65.0,396.0,,1217.0,356.0,1573.0,,,,1217.0,356.0,1573.0,2018
160,PUGLIA,75.0,LECCE,Cannole,75012.0,,5474.0,176.0,5650.0,,,,,,,,27986.0,703.0,28689.0,,,,,,,2018
160,PUGLIA,75.0,LECCE,Carpignano Salentino,75015.0,,6969.0,2427.0,9396.0,4457.0,1414.0,5871.0,2512.0,1013.0,3525.0,,20226.0,9445.0,29671.0,10032.0,5150.0,15182.0,10194.0,4295.0,14489.0,2018
160,PUGLIA,75.0,LECCE,Casarano,75016.0,,1882.0,256.0,2138.0,1196.0,171.0,1367.0,686.0,85.0,771.0,,6491.0,1191.0,7682.0,3118.0,857.0,3975.0,3373.0,334.0,3707.0,2018
160,PUGLIA,75.0,LECCE,Castrignano del Capo,75019.0,,17606.0,7895.0,25501.0,13819.0,6570.0,20389.0,3787.0,1325.0,5112.0,,72161.0,24275.0,96436.0,61240.0,21617.0,82857.0,10921.0,2658.0,13579.0,2018
160,PUGLIA,75.0,LECCE,Cavallino,75020.0,,588.0,165.0,753.0,,,,588.0,165.0,753.0,,2461.0,576.0,3037.0,,,,2461.0,576.0,3037.0,2018
160,PUGLIA,75.0,LECCE,Copertino,75022.0,,1681.0,125.0,1806.0,,,,,,,,4985.0,777.0,5762.0,,,,,,,2018
160,PUGLIA,75.0,LECCE,Corigliano d'Otranto,75023.0,,2050.0,1324.0,3374.0,,,,,,,,5656.0,4899.0,10555.0,,,,,,,2018
160,PUGLIA,75.0,LECCE,Cursi,75025.0,(a),734.0,397.0,1131.0,,,,734.0,397.0,1131.0,,2249.0,1632.0,3881.0,,,,2249.0,1632.0,3881.0,2018
160,PUGLIA,75.0,LECCE,Cutrofiano,75026.0,,1688.0,536.0,2224.0,,,,,,,,5083.0,2103.0,7186.0,,,,,,,2018
160,PUGLIA,75.0,LECCE,Diso,75027.0,,1480.0,667.0,2147.0,,,,,,,,5324.0,3073.0,8397.0,,,,,,,2018
160,PUGLIA,75.0,LECCE,Gagliano del Capo,75028.0,,4951.0,1818.0,6769.0,,,,,,,,22937.0,5258.0,28195.0,,,,,,,2018
160,PUGLIA,75.0,LECCE,Galatina,75029.0,,5647.0,1032.0,6679.0,,,,,,,,16380.0,3766.0,20146.0,,,,,,,2018
160,PUGLIA,75.0,LECCE,Galatone,75030.0,,1610.0,744.0,2354.0,,,,,,,,5479.0,2979.0,8458.0,,,,,,,2018
160,PUGLIA,75.0,LECCE,Gallipoli,75031.0,,85117.0,27925.0,113042.0,48018.0,18292.0,66310.0,37099.0,9633.0,46732.0,,392276.0,106423.0,498699.0,171989.0,63738.0,235727.0,220287.0,42685.0,262972.0,2018
160,PUGLIA,75.0,LECCE,Giurdignano,75033.0,,3069.0,3076.0,6145.0,1529.0,1742.0,3271.0,1540.0,1334.0,2874.0,,10619.0,11243.0,21862.0,5941.0,6995.0,12936.0,4678.0,4248.0,8926.0,2018
160,PUGLIA,75.0,LECCE,Lecce,75035.0,,176855.0,88446.0,265301.0,149482.0,64920.0,214402.0,27373.0,23526.0,50899.0,,477924.0,219367.0,697291.0,372786.0,152810.0,525596.0,105138.0,66557.0,171695.0,2018
160,PUGLIA,75.0,LECCE,Lequile,75036.0,,4592.0,777.0,5369.0,,,,,,,,11476.0,2719.0,14195.0,,,,,,,2018
160,PUGLIA,75.0,LECCE,Leverano,75037.0,,1768.0,356.0,2124.0,,,,,,,,8023.0,1497.0,9520.0,,,,,,,2018
160,PUGLIA,75.0,LECCE,Lizzanello,75038.0,(a),1868.0,122.0,1990.0,,,,1868.0,122.0,1990.0,,10434.0,1294.0,11728.0,,,,10434.0,1294.0,11728.0,2018
160,PUGLIA,75.0,LECCE,Maglie,75039.0,,5169.0,1076.0,6245.0,4397.0,865.0,5262.0,772.0,211.0,983.0,,11645.0,3045.0,14690.0,8618.0,2265.0,10883.0,3027.0,780.0,3807.0,2018
160,PUGLIA,75.0,LECCE,Martano,75040.0,,1492.0,1293.0,2785.0,,,,1492.0,1293.0,2785.0,,4762.0,5596.0,10358.0,,,,4762.0,5596.0,10358.0,2018
160,PUGLIA,75.0,LECCE,Matino,75042.0,,979.0,99.0,1078.0,,,,,,,,3227.0,389.0,3616.0,,,,,,,2018
160,PUGLIA,75.0,LECCE,Melendugno,75043.0,,71505.0,6679.0,78184.0,51983.0,3113.0,55096.0,19522.0,3566.0,23088.0,,449876.0,28028.0,477904.0,343762.0,13584.0,357346.0,106114.0,14444.0,120558.0,2018
160,PUGLIA,75.0,LECCE,Minervino di Lecce,75047.0,,7582.0,1899.0,9481.0,6890.0,1386.0,8276.0,692.0,513.0,1205.0,,37100.0,11774.0,48874.0,34946.0,9801.0,44747.0,2154.0,1973.0,4127.0,2018
160,PUGLIA,75.0,LECCE,Monteroni di Lecce,75048.0,,902.0,183.0,1085.0,,,,,,,,1959.0,726.0,2685.0,,,,,,,2018
160,PUGLIA,75.0,LECCE,Morciano di Leuca,75050.0,,5122.0,473.0,5595.0,3413.0,114.0,3527.0,1709.0,359.0,2068.0,,32819.0,1909.0,34728.0,25376.0,769.0,26145.0,7443.0,1140.0,8583.0,2018
160,PUGLIA,75.0,LECCE,Muro Leccese,75051.0,,1645.0,294.0,1939.0,,,,,,,,5135.0,1096.0,6231.0,,,,,,,2018
160,PUGLIA,75.0,LECCE,Nardò,75052.0,,37952.0,6688.0,44640.0,25022.0,4400.0,29422.0,12930.0,2288.0,15218.0,,234705.0,36761.0,271466.0,147685.0,25564.0,173249.0,87020.0,11197.0,98217.0,2018
